feature,significant,occurrences,auc,weight/importance,wt_low,wt_high,OR,OR_low,OR_high,OR_adj,OR_adj_low,OR_adj_high,Top1CorrFeat,Top1CorrVal,Top2CorrFeat,Top2CorrVal,Top3CorrFeat,Top3CorrVal,Top4CorrFeat,Top4CorrVal,Top5CorrFeat,Top5CorrVal,Top6CorrFeat,Top6CorrVal,Top7CorrFeat,Top7CorrVal,Top8CorrFeat,Top8CorrVal,Top9CorrFeat,Top9CorrVal,Top10CorrFeat,Top10CorrVal
Vital: RR-avg10to13,False,258,0.5349939082171382,-0.0009200317310604377,-0.0027142549587838363,0.0008741914966629609,1.0454545454545454,0.6472840928185012,1.6885556415458536,0.9990803913683677,0.997289425300733,1.0008745737134181,Diagnosis:9ccs2:Septicemia,0.09923646076031613,Diagnosis:9ccs125:Bronchitis,0.07376094528393949,Diagnosis:9ccs135:Intest infct,0.0718605022341883,Diagnosis:9ccs47:Ot bnign neo,-0.06976526862127098,Diagnosis:9ccs7:Viral infect,0.0668896966356551,Diagnosis:9ccs159:UTI,0.0664446593389311,Diagnosis:9ccs2620:E Codes: Unspecified,-0.06237222727065344,Diagnosis:9ccs197:Skin infectn,0.06223516475623095,Newborn Diagnosis:9ccs133:Oth low resp,-0.05999763430528841,Diagnosis:9ccs221:Resp distres,0.05747293371754806
Vital: Temp-avg3to5,False,1345,0.5331889355173504,-0.0009109128715265151,-0.0019009983814164905,7.917263836346037e-05,1.058989932606706,0.8390933505354775,1.336513603220289,0.9990895018836584,0.9981008073715808,1.0000791757725995,Lab:294205 TSH REFLEX TO FT4 - LMC,-0.08320813412944474,Diagnosis:9ccs7:Viral infect,-0.07820600044608937,Lab:292147 TSH - Sunrise,0.07049496650279043,Diagnosis:9ccs155:Other GI dx,0.06846357773900545,Newborn Diagnosis:9ccs213:Cardiac anom,-0.062358936724681416,Newborn Diagnosis:9ccs0:No DX,-0.05877035189902059,Diagnosis:9ccs256:Exam/eval,0.05744873641386409,Diagnosis:9ccs258:Other screen,-0.054092311432790606,Diagnosis:9ccs2:Septicemia,0.049796414568916036,Diagnosis:9ccs124:Tonsillitis,0.04913184357819408
Vital: Ht-gain16to24,False,1442,0.5358287080907902,-0.0008691527101707644,-0.0018546620088271835,0.0001163565884856547,0.9850006880418329,0.6997036848968566,1.3866246189426679,0.9991312248936397,0.9981470568139803,1.000116363358176,Number of Visits,-0.09410330537029103,Diagnosis:9ccs55:Fluid/elc dx,-0.07321495783810542,Newborn Diagnosis:9ccs106:Dysrhythmia,-0.06565924114479872,Diagnosis:9ccs66:Alchl-r mntl,-0.06235401797056496,Diagnosis:9ccs115:Aneurysm,-0.06125227691248712,Diagnosis:9ccs126:Ot up rsp in,-0.058676917111455056,Lab:321098 OCCULT BLOOD FECES - Sunrise,-0.05354444639955942,Diagnosis:9ccs181:Ot preg comp,0.05332879312761627,Diagnosis:9ccs257:Ot aftercare,-0.05278662981663309,Diagnosis:9ccs259:Unclassified,-0.052199805208268335
Newborn Diagnosis:9ccs224:Ot perint dx,False,806,0.4708948152159199,-0.0008342101323837375,-0.0036996582544113863,0.0020312379896439115,0.9647666759300291,0.7689247098144485,1.2104887866195453,0.9991661377241535,0.996307177049161,1.002033302351029,Newborn Diagnosis:9ccs224:Ot perint dx,1.0,Newborn Diagnosis:9ccs222:Perint jaund,0.12069953603952792,Newborn Diagnosis:9ccs96:Hrt valve dx,0.09127984701478717,Diagnosis:9ccs7:Viral infect,-0.08712572521418438,Newborn Diagnosis:9ccs256:Exam/eval,0.08378948887115324,Newborn Diagnosis:9ccs0:No DX,-0.0798727075891641,Newborn Diagnosis:9ccs253:Allergy,0.0686000074799419,Diagnosis:9ccs64:Ot hematl dx,0.06695189833514276,Diagnosis:9ccs74:Ot mentl cnd,-0.06393904898361327,Diagnosis:9ccs197:Skin infectn,0.06278038759539457
Number of Visits,False,1696,0.44445196516402685,-0.000757902647338749,-0.001985133664081149,0.0004693283694036511,0.9563053957393873,0.7586286388107293,1.2054910177843026,0.9992423844883278,0.9980168354105766,1.0004694385211945,Number of Visits,1.0,Diagnosis:9ccs126:Ot up rsp in,0.4396926642487905,Diagnosis:9ccs7:Viral infect,0.4077985479128832,Diagnosis:9ccs92:Otitis media,0.4041627195682295,Diagnosis:9ccs257:Ot aftercare,0.37091159013967306,Diagnosis:9ccs155:Other GI dx,0.3228781941888373,Diagnosis:9ccs133:Oth low resp,0.32080879167442244,Diagnosis:9ccs128:Asthma,0.3197525300071508,Diagnosis:9ccs253:Allergy,0.2994085750996373,Diagnosis:9ccs135:Intest infct,0.2951253230926452
Vital: Wt for Len Percentile-gain3to7,True,1184,0.5317223951987726,0.0007562590372260411,-0.0005451652906400181,0.0020576833650921,1.5490554277977175,1.2229708560214845,1.962084956133587,1.000756545073193,0.9994549832849564,1.0020598018483142,Newborn Diagnosis:9ccs224:Ot perint dx,-0.08040186356138489,Diagnosis:9ccs204:Ot joint dx,0.0791170266860573,Diagnosis:9ccs76:Meningitis,0.07065614686067957,Diagnosis:9ccs92:Otitis media,0.06936719584478292,Lab:294048 STOOL CULTURE - LMC,-0.06404668073057078,Newborn Diagnosis:9ccs47:Ot bnign neo,0.061696958369501634,Diagnosis:9ccs138:Esophgeal dx,-0.053996484275220656,Newborn Diagnosis:9ccs219:Low birth wt,0.05298386976401483,Newborn Diagnosis:9ccs216:Nerv cong an,-0.051845726213395206,Diagnosis:9ccs243:Poisn nonmed,0.05090326691872998
Vital: RR-avg1to3,False,165,0.46996976670727847,-0.0007236551591573872,-0.0021349096317890112,0.0006875993134742368,1.209147149801149,0.7273236756948297,2.010159821176622,0.9992766066160885,0.9978673676668817,1.0006878357640736,Diagnosis:9ccs230:Fx leg,-0.1463584232824519,Diagnosis:9ccs75:Hx mental dx,-0.07962486203307471,Lab:321098 OCCULT BLOOD FECES - Sunrise,-0.07004831376422609,Diagnosis:9ccs244:Other injury,-0.06277561004749375,Diagnosis:9ccs153:GI hemorrhag,-0.05759527639445,Diagnosis:9ccs145:Int obstruct,-0.05743089440709814,Diagnosis:9ccs125:Bronchitis,0.05696017769718378,Diagnosis:9ccs95:Oth nerv dx,-0.05301121694370952,Diagnosis:9ccs7:Viral infect,0.05278967655329135,Diagnosis:9ccs251:Abdomnl pain,-0.051876711183459885
Newborn Diagnosis:9ccs259:Unclassified,False,71,0.5053697937818691,0.0006937294277359569,-0.0006591646203469894,0.0020466234758189034,1.210828547990156,0.7006455936875903,2.09250694764473,1.0006939701136492,0.999341052580925,1.002048719239147,Newborn Diagnosis:9ccs259:Unclassified,1.0,Newborn Diagnosis:9ccs10:Immuniz/scrn,-0.24133869169679942,MatDeliveryAge,0.1315647778133279,Diagnosis:9ccs56:Cystic fibro,0.13150695342941793,Diagnosis:9ccs86:Cataract,0.11628037994676234,Diagnosis:9ccs5:HIV infectn,0.11628037994676234,Newborn Diagnosis:9ccs130:Pleurisy,0.11628037994676226,Newborn Diagnosis:9ccs62:Coag/hemr dx,0.11628037994676223,Newborn Diagnosis:9ccs219:Low birth wt,0.0944213522482446,Newborn Diagnosis:9ccs221:Resp distres,0.08340796376675391
Vital: Temp-avg10to13,False,1421,0.4951716980280672,0.0006699673715353287,-0.0006365864996447026,0.00197652124271536,1.209294349652748,0.962672639975287,1.5190966932846497,1.000670191849803,0.9993636160785526,1.0019784758483878,Diagnosis:9ccs92:Otitis media,0.13915963449794103,Diagnosis:9ccs126:Ot up rsp in,0.10900767406858965,Number of Visits,0.09592792134371812,Diagnosis:9ccs154:Gastroent,-0.0814442686137753,Newborn Diagnosis:9ccs223:Birth trauma,0.06665573218344628,Diagnosis:9ccs124:Tonsillitis,0.06353551065453623,Diagnosis:9ccs4:Mycoses,0.06176911814869261,Diagnosis:9ccs232:Sprain,-0.06053602940072317,Diagnosis:9ccs59:Anemia,-0.06045931369372452,Diagnosis:9ccs134:Ot uppr resp,0.05901911362332664
Vital: Wt for Len Percentile-avg13to16,True,1286,0.6664861693966878,0.0006538062254630827,-0.0011746976528412372,0.0024823101037674024,2.1710038945726096,1.726071402055336,2.730627426326096,1.0006540200033405,0.9988259920343622,1.0024853935863518,MatDeliveryAge,-0.07640166020027177,Diagnosis:9ccs147:Anal/rectal,0.07232357072170326,Diagnosis:9ccs128:Asthma,0.06420985773955389,Diagnosis:9ccs136:Teeth dx,-0.06407132687864682,Diagnosis:9ccs143:Abdom hernia,0.0611937427615367,Diagnosis:9ccs151:Oth liver dx,-0.05538089891700593,Diagnosis:9ccs10:Immuniz/scrn,-0.05524021144010163,Lab:323825 STREP SCREEN THROAT - Sunrise,-0.05523012553482101,Diagnosis:9ccs138:Esophgeal dx,-0.054150597913242365,Diagnosis:9ccs86:Cataract,-0.053661753201540104
Vital: Ht Percentile-gain5to10,False,590,0.5012409187311042,-0.0006435971908938591,-0.0015527441131874408,0.0002655497313997226,0.9087785111897023,0.6593025780511914,1.2526545624034353,0.9993566098733538,0.9984484607702472,1.0002655849928508,Newborn Diagnosis:9ccs252:Fatigue,-0.08308686244507237,Lab:294048 STOOL CULTURE - LMC,-0.0779281146290079,Diagnosis:9ccs72:Anxiety dx,-0.07611799086004878,Newborn Diagnosis:9ccs223:Birth trauma,0.0738796833852463,Diagnosis:9ccs2620:E Codes: Unspecified,-0.07087059380550002,Diagnosis:9ccs214:GI cong anom,-0.064583831702112,Diagnosis:9ccs9:Sexual Infxs,-0.06329536822114652,Newborn Diagnosis:9ccs191:Amnios dx,-0.06185217681905946,Lab:292495 LEAD LEVEL - Sunrise,0.05740703105139207,Diagnosis:9ccs243:Poisn nonmed,0.054836094982353874
Vital: BMI-gain0to3,True,1416,0.5493208790217048,-0.0006056992323778405,-0.0017869189610647462,0.0005755204963090653,1.2820596147249455,1.0187202447455703,1.6134722601092422,0.9993944841663722,0.9982146766280843,1.0005756861400055,Diagnosis:9ccs2611:E Codes: Natural/environment,0.07617792014730695,Diagnosis:9ccs86:Cataract,0.07405440647598105,Newborn Diagnosis:9ccs106:Dysrhythmia,0.06582886448307246,Newborn Diagnosis:9ccs58:Ot nutrit dx,0.06550488252273907,Diagnosis:9ccs245:Syncope,-0.060960617669322,Diagnosis:9ccs8:Oth infectns,0.05769720662758359,Diagnosis:9ccs44:Neoplsm unsp,0.05422356707668685,Diagnosis:9ccs140:Gastritis,0.05323399407006356,Newborn Diagnosis:9ccs219:Low birth wt,0.050075716278843066,Diagnosis:9ccs2:Septicemia,0.048755854011032794
Vital: Wt for Length ZScore-gain16to24,True,1463,0.5943549478814133,0.0006009861466264209,-0.0001858752288810201,0.001387847522133862,1.4087258240699094,1.122703963867683,1.7676150715321877,1.000601166774984,0.9998141420448491,1.0013888110281879,Diagnosis:9ccs0:No DX,-0.061299854780990544,Diagnosis:9ccs181:Ot preg comp,-0.05948691476899268,Diagnosis:9ccs246:FUO,0.05593576477754182,Diagnosis:9ccs47:Ot bnign neo,-0.054804511434144346,Diagnosis:9ccs94:Other ear dx,0.051766318539693504,Diagnosis:9ccs216:Nerv cong an,-0.05118554583842589,Lab:323825 STREP SCREEN THROAT - Sunrise,0.0468480964938379,Diagnosis:9ccs230:Fx leg,0.04570149844726885,Diagnosis:9ccs134:Ot uppr resp,0.04421147590110775,Diagnosis:9ccs234:Crush injury,-0.04364352977647924
Vital: HC-gain0to3,False,1344,0.5171698028067325,-0.0006009691796721438,-0.0022744122412014355,0.001072473881857148,1.1616035856573705,0.9153339241309736,1.474131849197133,0.999399211366136,0.9977281722745306,1.0010730491876192,Diagnosis:9ccs2611:E Codes: Natural/environment,0.06703490157194016,Diagnosis:9ccs6:Hepatitis,0.06599454720232811,Newborn Diagnosis:9ccs91:Other eye dx,-0.06486481295584846,Diagnosis:9ccs251:Abdomnl pain,-0.06435895441875877,Diagnosis:9ccs120:Hemmorhoids,-0.06401441824825009,Diagnosis:9ccs2618:E Codes: Other specified and classifiable,-0.06401441824825009,Diagnosis:9ccs240:Burns,-0.05941915186101823,Diagnosis:9ccs200:Oth skin dx,0.05709430963720516,Newborn Diagnosis:9ccs58:Ot nutrit dx,0.05546603816931561,Newborn Diagnosis:9ccs106:Dysrhythmia,0.05163926198512308
Vital: Wt Change-avg3to5,False,370,0.5488696358467577,0.0006003877443645232,-0.0005704736511850198,0.0017712491399140664,0.9720259326558539,0.656473295193015,1.4392579571385067,1.0006005680131616,0.9994296890379702,1.0017728187282458,Number of Visits,-0.11459137826814386,Diagnosis:9ccs133:Oth low resp,-0.09658108784871189,Diagnosis:9ccs92:Otitis media,-0.08103992240529813,Diagnosis:9ccs125:Bronchitis,-0.07591754145440202,Diagnosis:9ccs127:COPD,-0.07342135309448981,Diagnosis:9ccs257:Ot aftercare,-0.06826099605957356,Diagnosis:9ccs117:Ot circul dx,0.06792614806010923,Diagnosis:9ccs198:Ot infl skin,-0.06676881698194857,Diagnosis:9ccs109:Acute CVD,-0.06462505436182844,Diagnosis:9ccs51:Ot endo dsor,-0.0642497971478874
Vital: Ht Percentile-avg0to1,False,309,0.507377825910383,0.0005701485952940518,-0.0005417411563250229,0.0016820383469131265,1.1451079510558888,0.7833502376121823,1.6739284123643747,1.0005703111608986,0.9994584055589201,1.001683453766899,Newborn Diagnosis:9ccs252:Fatigue,0.09820509481023783,Diagnosis:9ccs120:Hemmorhoids,0.09537207460468024,Diagnosis:9ccs2618:E Codes: Other specified and classifiable,0.09537207460468024,Diagnosis:9ccs9:Sexual Infxs,0.08846722249077651,Diagnosis:9ccs51:Ot endo dsor,0.08767083280933627,Diagnosis:9ccs61:Sickle cell,0.08346677608384577,Diagnosis:9ccs138:Esophgeal dx,-0.0796425805294384,Diagnosis:9ccs223:Birth trauma,0.07928228691298822,Diagnosis:9ccs251:Abdomnl pain,-0.07748106142862114,Diagnosis:9ccs129:Asp pneumon,-0.07058807679185354
Vital: Wt Change-avg16to19,True,716,0.528699065926628,0.0005572234469210154,-0.0013483528612318716,0.002462799755073902,1.8059016393442624,1.3487318680059248,2.418034902525168,1.0005573787247461,0.9986525557580617,1.0024658349375615,Number of Visits,-0.17018544929621318,Diagnosis:9ccs92:Otitis media,-0.1295001881637997,Diagnosis:9ccs239:Superfic inj,-0.09661526838799114,Diagnosis:9ccs125:Bronchitis,-0.09660566154595213,Diagnosis:9ccs7:Viral infect,-0.09656898858982121,Diagnosis:9ccs128:Asthma,-0.0897451426360868,Diagnosis:9ccs257:Ot aftercare,-0.08591419229726777,Diagnosis:9ccs126:Ot up rsp in,-0.0857074935797316,Diagnosis:9ccs133:Oth low resp,-0.08311039915022313,Diagnosis:9ccs2603:E Codes: Fall,-0.07996439693483164
Vital: Wt Change-latest,True,987,0.583728171111412,-0.0005568032928928615,-0.001642667364374133,0.0005290607785884101,1.4296075085324231,1.0904287626687514,1.8742880767839187,0.9994433516932937,0.9983586810752139,1.0005292007559266,Number of Visits,-0.19589083334266225,Diagnosis:9ccs92:Otitis media,-0.15646608028038558,Diagnosis:9ccs257:Ot aftercare,-0.1523326884346331,Diagnosis:9ccs61:Sickle cell,0.1431347776553468,Diagnosis:9ccs126:Ot up rsp in,-0.1212517452639397,Diagnosis:9ccs7:Viral infect,-0.11226617394496163,Diagnosis:9ccs135:Intest infct,-0.08924214090547784,Diagnosis:9ccs155:Other GI dx,-0.06986156579986078,Diagnosis:9ccs200:Oth skin dx,-0.06847337967518316,Lab:306854 PLATELET COUNT - Sunrise,-0.06600430773514691
Vital: BMI Percentile-latest,True,247,0.5723794052614953,0.0005560031555153244,-0.000335396740112437,0.0014474030511430857,2.917682926829268,2.033952871991991,4.185383928376747,1.0005561577539208,0.9996646594990866,1.0014484510445012,Diagnosis:9ccs214:GI cong anom,-0.10503575322445338,Newborn Diagnosis:9ccs253:Allergy,-0.09277156999429514,Diagnosis:9ccs72:Anxiety dx,-0.08676977050652829,Diagnosis:9ccs48:Thyroid dsor,-0.0839500631441201,Diagnosis:9ccs230:Fx leg,-0.08202720966935247,Diagnosis:9ccs245:Syncope,-0.07799547199647086,Diagnosis:9ccs58:Ot nutrit dx,0.07290704007323019,Newborn Diagnosis:9ccs138:Esophgeal dx,-0.07280117031369288,Newborn Diagnosis:9ccs252:Fatigue,0.07224389828506343,Newborn Diagnosis:9ccs47:Ot bnign neo,0.07119663169383951
Vital: Wt-gain0to3,True,1425,0.534271919137223,0.0005351101256745993,-0.00025932777935370425,0.0013295480307029027,1.4617221873035826,1.161979500308707,1.8387860993140788,1.0005352533226388,0.9997407058431884,1.0013304322715226,Diagnosis:9ccs216:Nerv cong an,-0.06657356544798568,Diagnosis:9ccs8:Oth infectns,0.06387339890527194,Diagnosis:9ccs2:Septicemia,0.062120007294213915,Diagnosis:9ccs44:Neoplsm unsp,0.06037269480040151,Diagnosis:9ccs159:UTI,0.05673363289899405,Newborn Diagnosis:9ccs106:Dysrhythmia,0.05636269978545121,Diagnosis:9ccs86:Cataract,0.054688256435322435,Diagnosis:9ccs74:Ot mentl cnd,-0.0525913520874607,Diagnosis:9ccs140:Gastritis,0.04889269091620303,Diagnosis:9ccs234:Crush injury,0.04859299592361961
Vital: BMI-gain13to19,True,1462,0.5826226253327917,0.0005247065039850813,-0.0004985632000961699,0.0015479762080663326,1.439171830134502,1.1455023409801344,1.808128610964237,1.0005248441865227,0.9995015610618844,1.001549174941694,Diagnosis:9ccs130:Pleurisy,0.06687707393660575,Diagnosis:9ccs243:Poisn nonmed,0.05866125828965403,Diagnosis:9ccs181:Ot preg comp,-0.05482111449357221,Diagnosis:9ccs106:Dysrhythmia,-0.05264117635970603,Diagnosis:9ccs230:Fx leg,0.05263910747962577,Diagnosis:9ccs61:Sickle cell,-0.050695035044329234,Newborn Diagnosis:9ccs138:Esophgeal dx,-0.05041153206009553,Newborn Diagnosis:9ccs97:Carditis,-0.05025114930149669,Newborn Diagnosis:9ccs104:Oth heart dx,-0.05025114930149669,Newborn Diagnosis:9ccs239:Superfic inj,-0.05025114930149669
Vital: Wt for Len Percentile-gain10to16,False,1330,0.4958034384729931,-0.0004983222881079244,-0.0012482154233942784,0.00025157084717842963,1.1412946502329577,0.909049200059939,1.432874566706053,0.9995018018538218,0.9987525632734499,1.0002516024937778,Newborn Diagnosis:9ccs162:Ot dx bladdr,-0.0701626672113903,Newborn Diagnosis:9ccs58:Ot nutrit dx,-0.06867900892991786,Newborn Diagnosis:9ccs223:Birth trauma,0.0644792461422009,Diagnosis:9ccs142:Appendicitis,-0.06385711951513239,Diagnosis:9ccs230:Fx leg,-0.060147973811451316,Lab:306854 PLATELET COUNT - Sunrise,0.05810006206197636,Diagnosis:9ccs217:Ot cong anom,-0.05698796918402459,Diagnosis:9ccs243:Poisn nonmed,-0.05465122206574596,Lab:292495 LEAD LEVEL - Sunrise,0.053390103639266766,Diagnosis:9ccs72:Anxiety dx,0.05081151505400645
Diagnosis:9ccs239:Superfic inj,False,165,0.5055277288931005,-0.0004972118138376492,-0.0014668620502025845,0.0004724384225272861,0.9098716169326856,0.6127179618470975,1.3511377352216292,0.999502911775472,0.99853421326609,1.0004725500391354,Diagnosis:9ccs239:Superfic inj,1.0,Number of Visits,0.20626895862147993,Diagnosis:9ccs258:Other screen,0.18367566276318192,Diagnosis:9ccs200:Oth skin dx,0.1690577948185732,Diagnosis:9ccs7:Viral infect,0.12913625593414454,Diagnosis:9ccs155:Other GI dx,0.1286652213534536,Diagnosis:9ccs256:Exam/eval,0.12725349823663631,Diagnosis:9ccs133:Oth low resp,0.12422535897329147,Diagnosis:9ccs126:Ot up rsp in,0.11803336734454371,Diagnosis:9ccs197:Skin infectn,0.11459300062978911
Vital: HC-gain16to24,False,1079,0.5110103334687063,0.0004941438635692477,-0.0004695233317252226,0.001457811058863718,1.2190874259839777,0.9555048058171448,1.555381137953847,1.0004942659727605,0.999530586877105,1.0014588741819535,Diagnosis:9ccs134:Ot uppr resp,-0.07647584780244633,Number of Visits,-0.07303563286899116,Lab:306854 PLATELET COUNT - Sunrise,-0.06091783132200557,Diagnosis:9ccs2611:E Codes: Natural/environment,0.058355083168461275,Diagnosis:9ccs113:Late eff CVD,0.056265725651803,Diagnosis:9ccs6:Hepatitis,-0.051609720688936433,Lab:323854 CULTURE FECES - Sunrise,-0.050907289390779195,Lab:294205 TSH REFLEX TO FT4 - LMC,-0.04874176555718338,Newborn Diagnosis:9ccs62:Coag/hemr dx,0.045068763341828584,Diagnosis:9ccs142:Appendicitis,0.04372148822116337
Vital: Wt Change-avg7to10,False,504,0.5048283019719326,-0.00048209435593010426,-0.0017217240525817103,0.0007575353407215018,0.8957111799196258,0.600276037526339,1.3365493001172895,0.9995180218328819,0.9982797572640135,1.0007578223430846,Diagnosis:9ccs92:Otitis media,-0.12567984731890014,Number of Visits,-0.12026946395133906,Diagnosis:9ccs125:Bronchitis,-0.10026940427106595,Diagnosis:9ccs166:Oth male gen,-0.08518102776915551,Diagnosis:9ccs257:Ot aftercare,-0.08403946807075616,Diagnosis:9ccs128:Asthma,-0.08205436189228077,Diagnosis:9ccs7:Viral infect,-0.07290897635798428,Diagnosis:9ccs122:Pneumonia,-0.0657802621207816,Diagnosis:9ccs126:Ot up rsp in,-0.06286550212282684,Diagnosis:9ccs59:Anemia,-0.062214047936331174
Diagnosis:9ccs257:Ot aftercare,False,783,0.45934298993727724,0.0004619764789245668,-0.0004389586749020761,0.0013629116327512096,0.9918472857426924,0.790180794354131,1.244982218327948,1.0004620832064928,0.9995611376533619,1.0013638408188954,Diagnosis:9ccs257:Ot aftercare,1.0,Number of Visits,0.37091159013967306,Diagnosis:9ccs125:Bronchitis,0.2879792357249332,Diagnosis:9ccs126:Ot up rsp in,0.2787852558010809,Diagnosis:9ccs92:Otitis media,0.2732033903470192,Diagnosis:9ccs7:Viral infect,0.22512710083305668,Diagnosis:9ccs10:Immuniz/scrn,0.21155572395240596,Diagnosis:9ccs255:Social admin,0.1965153371803767,Diagnosis:9ccs128:Asthma,0.18938175143365113,Diagnosis:9ccs122:Pneumonia,0.18226177194035717
Diagnosis:9ccs74:Ot mentl cnd,False,204,0.49388565497946846,-0.0004619568465994496,-0.0013628537139490603,0.00043894002075016116,0.8173958606235263,0.5652477687952544,1.1820232291911787,0.9995381498390359,0.9986380745494301,1.0004390363690177,Diagnosis:9ccs74:Ot mentl cnd,0.9999999999999998,Diagnosis:9ccs113:Late eff CVD,0.218883835944741,Diagnosis:9ccs94:Other ear dx,0.20453792470737478,Number of Visits,0.18709851182058576,Diagnosis:9ccs95:Oth nerv dx,0.17887409222686979,Diagnosis:9ccs10:Immuniz/scrn,0.12222192610942315,Diagnosis:9ccs70:Schizo/rl dx,0.09312154358240164,Diagnosis:9ccs126:Ot up rsp in,0.08856226046266273,Diagnosis:9ccs216:Nerv cong an,0.07771810030212514,Diagnosis:9ccs223:Birth trauma,0.07446099317076744
Vital: BMI Percentile-gain16to24,True,235,0.5761472857723027,0.00043159374559294223,-0.00041008974981264333,0.0012732772409985277,2.8375936177140995,1.9581698078682521,4.111971038945532,1.000431686895574,0.9995899943254956,1.0012740882026212,Diagnosis:9ccs214:GI cong anom,-0.1148714410560298,Newborn Diagnosis:9ccs253:Allergy,-0.09288920160060159,Diagnosis:9ccs72:Anxiety dx,-0.0878516810061214,Diagnosis:9ccs230:Fx leg,-0.08259588439588794,Diagnosis:9ccs48:Thyroid dsor,-0.07991929956392527,Diagnosis:9ccs245:Syncope,-0.07904760739983531,Newborn Diagnosis:9ccs252:Fatigue,0.07532221160248458,Newborn Diagnosis:9ccs47:Ot bnign neo,0.07481840404146121,Diagnosis:9ccs209:Ot acq defor,0.07459367874182905,Newborn Diagnosis:9ccs191:Amnios dx,0.07406390443595462
Diagnosis:9ccs136:Teeth dx,False,128,0.5016244754298091,0.00042369051990170833,-0.00040258029936410163,0.0012499613391675182,1.484240687679083,0.9948351546443335,2.214407491208599,1.0004237802894078,0.9995975007252113,1.0012507428664346,Diagnosis:9ccs136:Teeth dx,1.0,Number of Visits,0.15298152534357953,Diagnosis:9ccs7:Viral infect,0.11339677224378127,Diagnosis:9ccs10:Immuniz/scrn,0.10527892085697847,Newborn Diagnosis:9ccs218:Liveborn,-0.0944670872192681,Diagnosis:9ccs155:Other GI dx,0.09400268647101678,Diagnosis:9ccs109:Acute CVD,0.0851207126044286,Diagnosis:9ccs9:Sexual Infxs,0.08512071260442845,Newborn Diagnosis:9ccs134:Ot uppr resp,0.08512071260442834,Diagnosis:9ccs115:Aneurysm,0.08512071260442812
Vital: Wt-gain10to16,False,1466,0.5185912188078156,-0.0004203693816976261,-0.0009035360699463253,6.279730655107306e-05,0.8654922279792746,0.678798350096226,1.103533614344142,0.9995797189611316,0.9990968719958585,1.0000627992783433,Diagnosis:9ccs92:Otitis media,0.07037088242208268,Number of Visits,0.06754124368639151,Lab:292495 LEAD LEVEL - Sunrise,0.06745043921537835,Diagnosis:9ccs214:GI cong anom,0.06449129207015412,Diagnosis:9ccs230:Fx leg,-0.06270378701186215,Newborn Diagnosis:9ccs162:Ot dx bladdr,-0.062323076194510364,Newborn Diagnosis:9ccs58:Ot nutrit dx,-0.06095251725204421,Diagnosis:9ccs243:Poisn nonmed,-0.06044700941847006,Lab:294199 BILIRUBIN SCAN - LMC,-0.0599184541481123,Diagnosis:9ccs98:HTN,-0.05568601761201224
Vital: Wt Percentile-gain0to24,True,914,0.6726907630522088,0.00039983644852170376,-0.00028034104488478966,0.0010800139419281972,2.490583869577907,1.969188813880504,3.1500321186458233,1.0003999163937691,0.9997196982469941,1.0010805973670025,Diagnosis:9ccs136:Teeth dx,-0.09172152180079311,Lab:323825 STREP SCREEN THROAT - Sunrise,-0.07828899514919418,Diagnosis:9ccs128:Asthma,0.07271140839989104,Diagnosis:9ccs9:Sexual Infxs,-0.06339686197846416,Newborn Diagnosis:9ccs138:Esophgeal dx,-0.06237098509474069,Diagnosis:9ccs59:Anemia,-0.05761662972266707,Newborn Diagnosis:9ccs253:Allergy,-0.057245671909181166,MatDeliveryAge,-0.055255607361143835,Newborn Diagnosis:9ccs134:Ot uppr resp,-0.054861823579084645,Diagnosis:9ccs253:Allergy,0.052510314002537785
Vital: Wt for Len Percentile-gain16to24,False,1353,0.4874103154189793,0.0003580144054079281,-0.000340176472532878,0.0010562052833487342,0.7993410083366416,0.6241544152679942,1.0236986745247867,1.000358078500214,0.999659881380923,1.0010567632645793,Number of Visits,-0.08460927458291452,Diagnosis:9ccs126:Ot up rsp in,-0.07366904879421272,Diagnosis:9ccs115:Aneurysm,-0.07013319169736205,Newborn Diagnosis:9ccs162:Ot dx bladdr,0.0663926758567747,Lab:321098 OCCULT BLOOD FECES - Sunrise,-0.0633245438406755,Diagnosis:9ccs181:Ot preg comp,0.059829557045271695,Diagnosis:9ccs135:Intest infct,-0.05968451876401921,Diagnosis:9ccs61:Sickle cell,0.058112017967770255,Diagnosis:9ccs259:Unclassified,-0.052711905203507624,Diagnosis:9ccs64:Ot hematl dx,-0.052345062875974846
Vital: HC-gain13to19,False,1054,0.49801453003023327,0.0003470287533273531,-0.0003297381764286042,0.0010237956830833105,1.081367849153084,0.8617022224576404,1.3570307638836923,1.0003470889747712,0.9996703161812291,1.0010243199407793,Diagnosis:9ccs166:Oth male gen,-0.06035826820997559,Newborn Diagnosis:9ccs96:Hrt valve dx,-0.059963519528633276,Diagnosis:9ccs243:Poisn nonmed,0.058706851290595184,Newborn Diagnosis:9ccs216:Nerv cong an,-0.04884580902519856,Diagnosis:9ccs74:Ot mentl cnd,0.04859660658969039,Diagnosis:9ccs208:Acq foot def,-0.04788009976639243,Diagnosis:9ccs244:Other injury,0.04716488613810014,Diagnosis:9ccs51:Ot endo dsor,0.046355034646713845,Diagnosis:9ccs230:Fx leg,0.04631528471688235,Diagnosis:9ccs98:HTN,0.04561684434661586
